userId,regTime,testVariant,primaryAccount,regPage,device,app,browser,browserVersion,screenHeight,screenWidth,authMethod,locationStep,addedCity,locationCountry,addedGuestCount,addedBudget,invitedCollaborator,addedNames,finOnb,searchCTA,venEnq,venSearch,venViews,sessions
316,1612090000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,1
317,1612630000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,1,5,14,14,3
318,1612810000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
319,1612900000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
320,1612540000000,0,TRUE,/,Android,TRUE,Chrome,76,869,412,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,4,0,1
321,1612870000000,1,TRUE,/,Android,TRUE,Chrome,77,740,360,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,5
322,1612950000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,9,8,6,3
323,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
324,1613000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
325,1611950000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,6,3,15
326,1611950000000,0,TRUE,/,Android,TRUE,Chrome,76,846,412,google.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,1
327,1612200000000,2,TRUE,/,Android,TRUE,Chrome,76,780,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
328,1612450000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
329,1612630000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,Wales,TRUE,TRUE,FALSE,TRUE,1,1,0,3,2,6
330,1612730000000,2,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
331,1612970000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,1,0,2,1,1
332,1612000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,1,0,7
333,1612390000000,0,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,0,Northern Ireland,TRUE,FALSE,TRUE,TRUE,1,1,0,6,4,1
334,1612560000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
335,1612730000000,2,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,Wales,FALSE,FALSE,TRUE,TRUE,1,1,1,7,6,2
336,1612970000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
337,1612470000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,1,0,8
338,1612570000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,1,Scotland,TRUE,TRUE,FALSE,TRUE,1,1,0,6,12,6
339,1612920000000,2,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,2,1,3
340,1612960000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,5
341,1612100000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,1,1,3,4
342,1612290000000,1,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,completed,1,Wales,TRUE,TRUE,FALSE,TRUE,1,1,2,2,8,2
343,1612650000000,0,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,1,17,13,5
344,1612970000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,6,5,1
345,1612990000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,0,4,3,1
346,1612560000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,2,0,1
347,1612720000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
348,1612110000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,8,6,4,10
349,1612210000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,0,0,0,0,5,3
350,1612300000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,1,6,6,2
351,1612870000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,5
352,1612950000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
353,1612980000000,2,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
354,1613080000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,Wales,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
355,1612470000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,England,FALSE,FALSE,FALSE,TRUE,1,1,1,15,15,4
356,1612560000000,1,TRUE,/,Android,TRUE,Chrome,77,760,360,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,3,2
357,1612650000000,1,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,1,Wales,FALSE,TRUE,FALSE,TRUE,1,1,0,2,3,1
358,1612740000000,1,FALSE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,2,2,5
359,1612340000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
360,1612370000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
361,1612380000000,1,TRUE,/,Android,TRUE,Chrome,77,869,412,password,completed,0,England,FALSE,FALSE,FALSE,TRUE,1,1,0,30,28,5
362,1612650000000,0,TRUE,/,Android,TRUE,Chrome,77,808,393,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,9,17,6
363,1612810000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,2,1,1
364,1612980000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
365,1612990000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,facebook.com,completed,1,Wales,FALSE,FALSE,FALSE,TRUE,1,1,0,3,0,1
366,1612480000000,0,TRUE,/,Android,TRUE,Chrome,76,740,360,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,13,13,1
367,1613090000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,0,0,4,3,2
368,1612020000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,17,44,54,11
369,1612040000000,1,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,13,2
370,1612440000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,18,31,20
371,1612560000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,2,1,2
372,1612640000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,3,4,2
373,1612970000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,2
374,1612340000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
375,1612040000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,8
376,1612190000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,3
377,1612380000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1194,834,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,1,3
378,1612560000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,England,TRUE,TRUE,TRUE,TRUE,1,1,0,11,25,3
379,1612620000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,0,Wales,FALSE,TRUE,FALSE,TRUE,1,0,1,3,2,2
380,1612630000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,5,5,2
381,1612890000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,21,79,77,8
382,1611950000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,4,1,5
383,1611990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
384,1612390000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,1,1
385,1612490000000,1,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
386,1612040000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,11,5,17
387,1612300000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
388,1612400000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,1,0,1
389,1612440000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
390,1612520000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,0,1
391,1611960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,7,6,2
392,1612280000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
393,1612280000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,1,0,2
394,1612390000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,14,21,1
395,1612880000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,0,0,7,7,4
396,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,4,7,3
397,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,5
398,1612130000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
399,1612520000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,1,0,5,5,6
400,1612530000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
401,1612560000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,Wales,TRUE,TRUE,TRUE,TRUE,1,1,1,4,2,4
402,1612730000000,0,TRUE,/,Android,TRUE,Chrome,76,1280,800,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,3
403,1612970000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,7,8,7
404,1611960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,0,3,3,2
405,1612090000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
406,1612350000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,2,1,16
407,1612710000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
408,1611950000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
409,1612000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,19,80,95,28
410,1612120000000,0,TRUE,/,Android,TRUE,Chrome,76,869,412,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,10,9,1
411,1612370000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,1,0,1
412,1612950000000,2,TRUE,/,Android,TRUE,Chrome,77,786,393,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
413,1611960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
414,1612790000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
415,1612010000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,1,0,1
416,1612020000000,0,TRUE,/,Android,TRUE,Chrome,76,747,360,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,9,4,14
417,1612380000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,3
418,1612640000000,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,0,England,TRUE,TRUE,TRUE,TRUE,1,1,0,26,31,10
419,1612910000000,1,TRUE,/,Android,TRUE,Chrome,77,823,412,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
420,1613050000000,1,FALSE,/,Android,TRUE,Chrome,77,780,360,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,3
421,1613080000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,1
422,1612340000000,2,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
423,1612010000000,0,TRUE,/,Android,TRUE,Chrome,77,640,360,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,11,11,10
424,1612260000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,3,6,4,3
425,1612290000000,0,TRUE,/,Android,TRUE,Chrome,77,720,360,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,4,2,3
426,1612350000000,0,TRUE,/,Android,TRUE,Chrome,76,864,432,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,16,11,28
427,1613010000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,England,TRUE,TRUE,FALSE,TRUE,1,1,0,20,16,1
428,1612390000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,1,4,2
429,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
430,1612170000000,0,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,0,2,76,72,5
431,1612360000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,1,3,2,1
432,1612650000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,12,15,3
433,1612740000000,1,TRUE,/,Android,TRUE,Chrome,77,640,360,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,2
434,1612830000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,3,18,28,9
435,1612970000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
436,1613030000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
437,1612040000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,4,2,1
438,1612310000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
439,1612370000000,1,TRUE,/,Android,TRUE,Chrome,77,869,412,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
440,1612460000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
441,1612610000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,6,13,19,5
442,1612950000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,5
443,1612020000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,2,5,5,2
444,1612490000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,3
445,1612550000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,5
446,1612720000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
447,1612860000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,1
448,1612900000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,3
449,1612990000000,1,TRUE,/,Android,TRUE,Chrome,77,823,412,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
450,1613040000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,2
451,1611960000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
452,1612370000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1
453,1612380000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,5,5,4
454,1612390000000,1,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,2,1
455,1612610000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
456,1612990000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
457,1612130000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,7,17,13,9
458,1612570000000,1,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,2
459,1612740000000,0,FALSE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,3
460,1612900000000,1,TRUE,/,Android,TRUE,Chrome,77,892,412,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
461,1613070000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,0,6,42,71,3
462,1612040000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,4,6,5,7
463,1611960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,skipped,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
464,1612350000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,6,4,2
465,1612860000000,1,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,6,6,28,6
466,1612940000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
467,1612990000000,0,TRUE,/home,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
468,1612350000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
469,1612380000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
470,1612450000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,8
471,1612540000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,Wales,FALSE,FALSE,TRUE,TRUE,1,1,6,92,106,21
472,1612690000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,4,3,1
473,1612700000000,1,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
474,1612740000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,49,47,3
475,1612830000000,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
476,1613080000000,1,TRUE,/,Android,TRUE,Chrome,77,846,412,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,4,1,1
477,1612010000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,5,6,6
478,1612210000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,2
479,1612460000000,1,TRUE,/,Android,TRUE,Chrome,77,879,424,google.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,4
480,1612960000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,seen,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
481,1612390000000,1,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
482,1612450000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
483,1613060000000,1,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
484,1612000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
485,1612040000000,1,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,12,22,24,10
